ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Disturbed Area,8,2,1,0
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Other Area,108,2,3,7
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Disturbed Area,2,0,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Other Area,50,0,2,2
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Disturbed Area,2,0,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Other Area,46,1,3,1
A - IPC Crime,ANIMAL,Wild Life Preservation Act 1972,2,0,0,0
A - IPC Crime,ANIMAL,Wild Life Protection Act 1972,8,2,1,2
A - IPC Crime,ANIMAL,Prevention of Cruelty to Animals Act 1960,270,17,13,31
A - IPC Crime,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
A - IPC Crime,ANIMAL,Cattle Tresspass Act 1871,20,1,2,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Video,0,0,0,0
A - IPC Crime,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,19,0,2,3
A - IPC Crime,CONSUMER,Consumer (Protection) Act 1986,3,2,1,1
A - IPC Crime,CONSUMER,Essential Commodities Act 1955,465,24,38,33
A - IPC Crime,CONSUMER,Prevention of Food Adulternation Act 1954,5,0,1,1
A - IPC Crime,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0
A - IPC Crime,COPY RIGHT ACT 1957,By Company,104,5,11,10
A - IPC Crime,COPY RIGHT ACT 1957,By Individual,62,5,10,9
A - IPC Crime,CIVIL RIGHTS,Protection of Civil Rights Act 1955,2,0,0,0
A - IPC Crime,CIVIL RIGHTS,Scheduled Caste  ,1052,77,90,130
A - IPC Crime,CIVIL RIGHTS,Scheduled Tribes,224,22,15,24
A - IPC Crime,CIVIL RIGHTS,Scheduled Caste Women,370,29,19,37
A - IPC Crime,CIVIL RIGHTS,Scheduled Tribes Women,98,4,6,10
A - IPC Crime,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,59,5,7,9
A - IPC Crime,CHILDREN ACT,The Prohibition of Child Marriage Act - 2006,271,16,24,53
A - IPC Crime,CHILDREN ACT,Juvenile Justice Act 1986,76,4,9,9
A - IPC Crime,CHILDREN ACT,Probation of offenders Act 1958,4,0,1,0
A - IPC Crime,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - State,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - State,0,0,0,0
A - IPC Crime,CUSTOMS,Customs Act 1962,0,0,0,0
A - IPC Crime,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
A - IPC Crime,Explosives,Explosives Substances Act 1908,78,5,3,0
A - IPC Crime,Explosives,Explosives Act 1884,105,9,3,2
A - IPC Crime,Explosives,Inflammable Substance Act 1952,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
A - IPC Crime,FOREIGNER,Foreigners Act 1946,47,5,2,2
A - IPC Crime,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
A - IPC Crime,FOREST,Indian Forest Act 1927,6,0,2,0
A - IPC Crime,FOREST,Forest (Conservation) Act 1980,10,0,1,1
A - IPC Crime,HIJACKING,Foreign Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
A - IPC Crime,IMMORAL TRAFFIC,Organised,130,12,18,17
A - IPC Crime,IMMORAL TRAFFIC,Un-Organised,100,9,8,5
A - IPC Crime,BONDED LABOUR SYSTEM,NA,4,1,0,0
A - IPC Crime,INDIAN MOTOR VEHICLE,NA,10,0,2,0
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,3356,87,237,499
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,2424,126,162,317
A - IPC Crime,PASSPORT ACT,Foreigner,3,0,1,0
A - IPC Crime,PASSPORT ACT,Indian,23,3,1,2
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,17,0,0,2
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Parliament,4,0,0,1
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Other Elected Bodies,16,20,3,9
A - IPC Crime,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),6079,330,291,240
A - IPC Crime,KARNATAKA POLICE ACT 1963,Street Gambling (87),7137,241,779,279
A - IPC Crime,KARNATAKA POLICE ACT 1963,House Gambling (79 & 80),275,18,15,17
A - IPC Crime,KARNATAKA POLICE ACT 1963,Betting ,488,12,30,15
A - IPC Crime,KARNATAKA POLICE ACT 1963,Others ,337,27,25,24
A - IPC Crime,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,200,34,9,16
A - IPC Crime,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,1,0,0,0
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,32,0,0,0
A - IPC Crime,Essential Services Maintenance Act 1981,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
A - IPC Crime,RAILWAYS ACT,Indian Railways Act 1989,8,0,0,1
A - IPC Crime,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,1,1,0,0
A - IPC Crime,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,0,0,0
A - IPC Crime,CRIMES RELATED TO WOMEN,Dowry Prohibition,1722,146,148,167
A - IPC Crime,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,1,0,0,0
A - IPC Crime,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,0,0,0,0
A - IPC Crime,INDIAN LUNACY ACT,NA,0,0,0,0
A - IPC Crime,INDIAN ELECTRICITY ACT,NA,16,0,0,1
A - IPC Crime,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,232,5,36,7
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,1255,0,1,3
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,1762,0,0,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,532,32,30,30
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,39,0,9,22
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,7498,867,614,378
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,65,7,7,9
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,7,0,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,2,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,8,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,60,6,2,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,65,4,2,4
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,3,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,2,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,4,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,18,5,3,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,3,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,5,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,1,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,36,6,1,6
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,3,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,2,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,3,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,11,1,3,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,3,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,17,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,232,19,9,11
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,16,4,1,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Other Local Acts,408,9,12,4
A - IPC Crime,CYBER CRIME,"Information Technology Act 2000, 2009",8134,853,752,1010
A - IPC Crime,NATIONAL SECURITY ACT,NA,0,0,0,0
A - IPC Crime,POCSO,Custodial Rape,1,0,1,0
A - IPC Crime,POCSO,Gang Rape,7,2,2,1
A - IPC Crime,POCSO,Rape,1906,136,166,140
A - IPC Crime,POCSO,Others ,796,46,80,87
A - IPC Crime,Rape (Sec. 376 IPC),1.1  Custodial Rape,1,0,0,0
A - IPC Crime,Rape (Sec. 376 IPC),1.2  Gang Rape,17,0,0,1
A - IPC Crime,Rape (Sec. 376 IPC),1.3  other Cases of Rape,514,39,44,42
A - IPC Crime,Outraging modesty (Molestation) (sec.354 IPC),NA,4892,293,395,473
A - IPC Crime,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,156,13,16,9
A - IPC Crime,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,71,2,7,7
A - IPC Crime,Murder for Dowry - by burning (Sec.302 IPC),NA,3,1,1,0
A - IPC Crime,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,10,2,1,1
A - IPC Crime,Murder for other reasons,NA,395,38,23,25
A - IPC Crime,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,1,0,0,0
A - IPC Crime,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,51,7,9,2
A - IPC Crime,Attempt to Commit murder for other reasons,NA,740,51,64,78
A - IPC Crime,"Dowry Death-by burning
(Sec.304-B IPC)",NA,3,0,0,0
A - IPC Crime,Dowry Death-by other Means (Sec.304(B) IPC),NA,153,14,10,9
A - IPC Crime,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,2255,153,233,221
A - IPC Crime,Abetment of Suicide (Sec.306 IPC),NA,143,10,12,13
A - IPC Crime,Immoral Traffic (prevention) Act.,NA,230,21,26,22
A - IPC Crime,Indecent Representation of Women(Prohibition) Act-1986,NA,0,0,0,0
A - IPC Crime,Pornography,NA,1,0,0,0
A - IPC Crime,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,139,2,9,9
A - IPC Crime,Offences related to Marriage,NA,23,3,1,4
A - IPC Crime,Cyber Crimes,NA,2169,206,218,294
A - IPC Crime,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",1,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,Rape on Minor,0,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),65,4,6,8
A - IPC Crime,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,2591,163,265,301
A - IPC Crime,D.CRIME AGAINST CHILDREN,For Ransom - of Children,6,1,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,of Children - for begging,0,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,1,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,0,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,Lawful Guardianship,1,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,0,1,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,1,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,0,0,0,4
A - IPC Crime,D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,271,16,24,53
A - IPC Crime,D.CRIME AGAINST CHILDREN,POCSO Act,2710,184,249,228
A - IPC Crime,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,6,1,0,0
A - IPC Crime,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,76,4,9,9
A - IPC Crime,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,59,5,7,9
A - IPC Crime,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,4,0,1,0
A - IPC Crime,   E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Murder,82,5,9,5
A - IPC Crime,   E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Rape,188,25,8,12
A - IPC Crime,   E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Kidnapping,21,0,1,3
A - IPC Crime,   E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Offences under the Protection of Civil Rights Act.,2,0,0,0
A - IPC Crime,   E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs ,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),1451,102,112,181
