SL.NO,CRIME HEAD,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
465,A- IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Confession,0,0,0,0
466,A- IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Property,4,1,2,2
467,A- IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To settle Dispute,4,0,1,3
468,A- IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Others,60,31,34,26
469,A- IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
470,A- IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
471,A- IPC Crime,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),NA,11,5,6,5
472,A- IPC Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",NA,0,0,0,0
473,A- IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
474,A- IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,0,1,0,0
475,A- IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Persons ,1,0,1,0
476,A- IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,0,0,0,0
477,A- IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Others,0,0,0,0
478,A- IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,0,0,0,0
479,A- IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
480,A- IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,0,0,0,0
481,A- IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
482,A- IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,0,2,0,0
483,A- IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,0,0,0,0
484,A- IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,0,0,0,0
485,A- IPC Crime,Attempting to commit offences (Sec.511 IPC),Attempting to commit offences,28,11,11,17
486,A- IPC Crime,ILLEGAL DETENTION (Sec.342 IPC),NA,0,0,0,0
487,A- IPC Crime,FALSE EVIDENCE (Sec.191 to 205 IPC),NA,8,1,3,5
488,A- IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,3,3,0,3
489,A- IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,11,4,8,3
490,A- IPC Crime,OF ABETMENT (Sec.107 to 120 IPC),NA,1,1,1,0
491,A- IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,10,0,7,3
492,A- IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,41,15,29,12
493,A- IPC Crime,Concealment of birth by secret disposal of Child,Girl,5,1,4,1
494,A- IPC Crime,Concealment of birth by secret disposal of Child,Boy,9,4,5,4
495,A- IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,5,0,4,1
496,A- IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,2,1,1,1
497,A- IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,0,1,0,0
498,A- IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,3,3,3,0
499,A- IPC Crime,Human Trafficking,Eunuch,0,0,0,0
500,A- IPC Crime,Human Trafficking,Men,0,0,0,0
501,A- IPC Crime,Human Trafficking,Boy,0,1,0,0
502,A- IPC Crime,Human Trafficking,Women,3,0,3,0
503,A- IPC Crime,Human Trafficking,Girl,0,1,0,0
504,A- IPC Crime,Aadhaar Act,Impersonation,0,0,0,0
505,A- IPC Crime,Aadhaar Act,Offence by Company,0,0,0,0
506,A- IPC Crime,Aadhaar Act,Offence by individual,0,0,0,0
507,A- IPC Crime,Giving false information respecting an offence com,Giving false information respecting an offence committed,2,0,1,1
508,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,1,0,1,0
509,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,2,1,1,1
510,B - SPECIAL & LOCAL LAWS,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,0,1,0,0
511,B - SPECIAL & LOCAL LAWS,ARMS ACT 1960,Country Made - Non Prohibited Bore - In Other Area,17,3,7,10
512,B - SPECIAL & LOCAL LAWS,ARMS ACT 1961,Country Made - Prohibited Bore - In Disturbed Area,2,0,1,1
513,B - SPECIAL & LOCAL LAWS,ARMS ACT 1962,Country Made - Prohibited Bore - In Other Area,5,8,4,1
514,B - SPECIAL & LOCAL LAWS,ARMS ACT 1963,Factory Made - Non Prohibited Bore - In Disturbed Area,0,0,0,0
515,B - SPECIAL & LOCAL LAWS,ARMS ACT 1964,Factory Made - Non Prohibited Bore - In Other Area,7,1,3,4
516,B - SPECIAL & LOCAL LAWS,ARMS ACT 1965,Factory Made - Prohibited Bore - In Disturbed Area,0,1,0,0
517,B - SPECIAL & LOCAL LAWS,ARMS ACT 1966,Factory Made - Prohibited Bore - In Other Area,5,0,0,5
518,B - SPECIAL & LOCAL LAWS,ANIMAL,The Karnataka Prevention of Slaughter and Preservation of Cattle Ordinance 2020,27,14,15,12
519,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Preservation Act 1972,0,0,0,0
520,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Protection Act 1972,1,0,1,0
521,B - SPECIAL & LOCAL LAWS,ANIMAL,Prevention of Cruelty to Animals Act 1960,24,21,16,8
522,B - SPECIAL & LOCAL LAWS,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
523,B - SPECIAL & LOCAL LAWS,ANIMAL,Cattle Tresspass Act 1871,0,2,0,0
524,B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
525,B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1953,Video,0,0,0,0
526,B - SPECIAL & LOCAL LAWS,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,6,1,4,2
527,B - SPECIAL & LOCAL LAWS,CONSUMER,Consumer (Protection) Act 1986,1,0,0,1
528,B - SPECIAL & LOCAL LAWS,CONSUMER,Essential Commodities Act 1955,68,60,39,29
529,B - SPECIAL & LOCAL LAWS,CONSUMER,Prevention of Food Adulternation Act 1954,1,2,0,1
530,B - SPECIAL & LOCAL LAWS,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0
531,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1957,By Company,28,8,11,17
532,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1958,By Individual,15,10,10,5
533,B - SPECIAL & LOCAL LAWS,CIVIL RIGHTS,Protection of Civil Rights Act 1955,0,1,0,0
534,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,175,124,86,89
535,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,39,30,23,16
536,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,70,38,39,31
537,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,15,12,6,9
538,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,5,6,1,4
539,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Marriage (Restraint) Act - 1929,26,23,12,14
540,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Juvenile Justice Act 1986,3,8,1,2
541,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Probation of offenders Act 1958,1,1,1,0
542,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
543,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
544,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1989,Public Servant - Gazetted - Central,0,0,0,0
545,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1990,Public Servant - Gazetted - Defence,0,0,0,0
546,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1991,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
547,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1992,Public Servant - Gazetted - State,0,0,0,0
548,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1993,Public Servant - Non-Gazetted - Central,0,0,0,0
549,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1994,Public Servant - Non-Gazetted - Defence,0,0,0,0
550,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1995,Public Servant - Non-Gazetted - State,0,0,0,0
551,B - SPECIAL & LOCAL LAWS,CUSTOMS,Customs Act 1962,0,0,0,0
552,B - SPECIAL & LOCAL LAWS,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
553,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Substances Act 1908,2,2,2,0
554,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Act 1884,2,0,0,2
555,B - SPECIAL & LOCAL LAWS,Explosives,Inflammable Substance Act 1952,0,0,0,0
556,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
557,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
558,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
559,B - SPECIAL & LOCAL LAWS,FOREIGNER,Foreigners Act 1946,4,5,2,2
560,B - SPECIAL & LOCAL LAWS,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
561,B - SPECIAL & LOCAL LAWS,FOREST,Indian Forest Act 1927,0,2,0,0
562,B - SPECIAL & LOCAL LAWS,FOREST,Forest (Conservation) Act 1980,3,2,1,2
563,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - In India,0,0,0,0
564,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
565,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - In India,0,0,0,0
566,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
567,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Organised,25,17,10,15
568,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Un-Organised,13,20,8,5
569,B - SPECIAL & LOCAL LAWS,BONDED LABOUR SYSTEM,NA,27,3,26,1
570,B - SPECIAL & LOCAL LAWS,INDIAN MOTOR VEHICLE,NA,1,2,1,0
571,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,385,315,207,178
572,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,321,206,155,166
573,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Foreigner,0,0,0,0
574,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Indian,1,3,1,0
575,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,0,0,0,0
576,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,Parliament,0,0,0,0
577,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,Other Elected Bodies,0,0,0,0
578,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),942,431,420,522
579,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1964,Street Gambling (87),673,435,305,368
580,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1965,House Gambling (79 & 80),15,18,11,4
581,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1966,Betting ,45,9,33,12
582,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1967,Others ,57,40,38,19
583,B - SPECIAL & LOCAL LAWS,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,19,12,10,9
584,B - SPECIAL & LOCAL LAWS,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,1,0,0,1
585,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0
586,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,0,0,0,0
587,B - SPECIAL & LOCAL LAWS,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0
588,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Indian Railways Act 1989,1,1,1,0
589,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
590,B - SPECIAL & LOCAL LAWS,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,0,0,0
591,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Dowry Prohibition,302,173,159,143
592,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0
593,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,0,1,0,0
594,B - SPECIAL & LOCAL LAWS,INDIAN LUNACY ACT,NA,0,0,0,0
595,B - SPECIAL & LOCAL LAWS,INDIAN ELECTRICITY ACT,NA,7,1,5,2
596,B - SPECIAL & LOCAL LAWS,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,55,13,40,15
597,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,1,11,1,0
598,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,0,2,0,0
599,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0,0,0,0
600,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,50,30,35,15
601,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",0,0,0,0
602,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,32,15,18,14
603,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,0,4,0,0
604,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,990,710,399,591
605,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,10,5,5,5
606,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,3,0,1,2
607,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0,0,0,0
608,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0
609,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,0,0,0,0
610,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,0,0,0,0
611,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,4,2,1,3
612,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0
613,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0,0,0,0
614,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,8,4,4,4
615,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,0,0,0
616,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,12,0,0,12
617,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,1,0,1,0
618,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,0,0,0,0
619,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,0,0,0,0
620,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,0,0,0,0
621,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,11,7,1,10
622,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0
623,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0
624,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,0,0,0,0
625,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,6,1,4,2
626,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0
627,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,0,0,0,0
628,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,53,3,0,53
629,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0,0,0,0
630,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0
631,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0
632,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0
633,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0,0,0,0
634,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0,0,0,0
635,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,0,0,0,0
636,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,1,0,0,1
637,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,0,0,0,0
638,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0
639,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,13,0,8,5
640,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,0,1,0,0
641,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,14,16,8,6
642,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,2,0,1,1
643,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,2,5,0,2
644,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0
645,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,21,6,7,14
646,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Information Technology Act 2000, 2009",2695,924,1325,1370
647,B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NA,0,0,0,0
648,B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,0,0,0,0
649,B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,1,2,1,0
650,B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,0,0,0,0
651,B - SPECIAL & LOCAL LAWS,POCSO,Rape,298,177,170,128
652,B - SPECIAL & LOCAL LAWS,POCSO,Others ,131,58,69,62
653,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0
654,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.2  Gang Rape,1,0,0,1
655,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.3  other Cases of Rape,85,36,30,56
656,C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC),NA,900,450,461,439
657,C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,20,12,7,13
658,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,14,7,7,7
659,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC),NA,0,0,0,0
660,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,3,1,2,1
661,C. CRIMES AGAINST WOMEN,Murder for other reasons,NA,61,33,28,33
662,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,0,1,0,0
663,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,10,4,2,8
664,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,127,69,65,62
665,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",NA,0,0,0,0
666,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),NA,15,13,6,9
667,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,426,178,209,2017
668,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),NA,25,15,10,15
669,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,38,37,18,20
670,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,0,1,0,0
671,C. CRIMES AGAINST WOMEN,Pornography,NA,2,0,0,0
672,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,11,10,4,7
673,C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,11,2,6,5
674,C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,918,253,431,487
675,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",NA,0,0,0,0
676,D.CRIME AGAINST CHILDREN,Rape on Minor,NA,0,0,0,0
677,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),NA,14,7,8,6
678,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,NA,515,243,257,258
679,D.CRIME AGAINST CHILDREN,For Ransom - of Children,NA,1,1,1,0
680,D.CRIME AGAINST CHILDREN,of Children - for begging,NA,0,0,0,0
681,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,NA,0,0,0,0
682,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,NA,0,0,0,0
683,D.CRIME AGAINST CHILDREN,Lawful Guardianship,NA,1,0,0,1
684,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,NA,1,0,0,1
685,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,NA,0,0,0,0
686,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,NA,4,1,1,3
687,D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),NA,0,0,0,0
688,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,NA,26,23,12,14
689,D.CRIME AGAINST CHILDREN,POCSO Act,NA,430,237,240,190
690,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,NA,2,3,0,2
691,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,NA,3,8,1,2
692,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,NA,5,6,1,4
693,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,NA,1,1,1,0
694,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Murder,NA,6,5,3,6
695,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Rape,NA,28,27,14,13
696,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Kidnapping,NA,14,7,7,2
697,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the Protection of Civil Rights Act.,NA,1,0,0,1
698,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,250,165,130,123
