ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,2,0,1,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,6,0,3,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,45,8,4,6
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,54,2,6,4
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,3,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,1,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,2,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,4,1,1,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,8,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,1,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,3,0,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,2,1,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,23,0,1,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,1,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,3,0,1,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,1,,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,2,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,5,5,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,18,1,3,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,180,37,28,11
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,10,1,3,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Other Local Acts,346,33,43,26
A - IPC Crime,CYBER CRIME,"Information Technology Act 2000, 2009",3776,1092,684,836
A - IPC Crime,NATIONAL SECURITY ACT,NA,0,0,0,0
A - IPC Crime,POCSO,Custodial Rape,0,0,0,0
A - IPC Crime,POCSO,Gang Rape,3,1,0,2
A - IPC Crime,POCSO,Rape,1033,95,140,129
A - IPC Crime,POCSO,Others ,417,36,59,64
A - IPC Crime,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0
A - IPC Crime,Rape (Sec. 376 IPC),1.2  Gang Rape,8,0,2,1
A - IPC Crime,Rape (Sec. 376 IPC),1.3  other Cases of Rape,295,34,42,52
A - IPC Crime,Outraging modesty (Molestation) (sec.354 IPC),NA,2739,344,364,429
A - IPC Crime,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,94,12,11,9
A - IPC Crime,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,36,5,7,4
A - IPC Crime,Murder for Dowry - by burning (Sec.302 IPC),NA,2,0,0,0
A - IPC Crime,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,7,0,2,1
A - IPC Crime,Murder for other reasons,NA,255,29,36,49
A - IPC Crime,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,0,0,0,0
A - IPC Crime,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,26,1,7,1
A - IPC Crime,Attempt to Commit murder for other reasons,NA,433,53,61,60
A - IPC Crime,"Dowry Death-by burning
(Sec.304-B IPC)",NA,2,2,0,0
A - IPC Crime,Dowry Death-by other Means (Sec.304(B) IPC),NA,95,14,14,9
A - IPC Crime,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,1241,136,162,241
A - IPC Crime,Abetment of Suicide (Sec.306 IPC),NA,83,14,9,10
A - IPC Crime,Immoral Traffic (prevention) Act.,NA,120,7,23,13
A - IPC Crime,Indecent Representation of Women(Prohibition) Act-1986,NA,0,0,0,0
A - IPC Crime,Pornography,NA,1,0,0,1
A - IPC Crime,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,86,12,10,9
A - IPC Crime,Offences related to Marriage,NA,14,1,0,2
A - IPC Crime,Cyber Crimes,NA,919,182,189,241
A - IPC Crime,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",NA,0,0,0,0
A - IPC Crime,Rape on Minor,NA,0,0,0,0
A - IPC Crime,Exposure & abandonment (Sec. 317 IPC),NA,28,6,5,5
A - IPC Crime,Kidnapping & Abduction of Children,NA,1400,123,154,218
A - IPC Crime,For Ransom - of Children,NA,6,1,0,1
A - IPC Crime,of Children - for begging,NA,0,0,0,0
A - IPC Crime,of Girls - Immoral Purpose,NA,1,0,0,1
A - IPC Crime,With intent to Steal from Child,NA,0,0,0,0
A - IPC Crime,Lawful Guardianship,NA,1,1,0,0
A - IPC Crime,Procuration of Minor Girls - For Prostitution,NA,0,1,0,0
A - IPC Crime,Procuration of Minor Girls - Importing of Girl,NA,0,,0,0
A - IPC Crime,Procuration of Minor Girls - For Other Purposes,NA,12,3,2,0
A - IPC Crime,Selling of girls for Prostitution (Sec.372 IPC),NA,0,0,0,0
A - IPC Crime,The Prohibition of Child Marriage Act - 2006,NA,138,16,32,28
A - IPC Crime,POCSO Act,NA,1453,132,199,195
A - IPC Crime,Death of Children due to miscarriage,NA,5,0,3,0
A - IPC Crime,Juvenile Justice Act,NA,41,4,5,6
A - IPC Crime,Child Labour (Pro.& Reg.) Act,NA,35,1,2,4
A - IPC Crime,Probation of Offenders Act,NA,2,0,1,1
A - IPC Crime,Murder,NA,48,5,10,6
A - IPC Crime,Rape,NA,103,19,11,11
A - IPC Crime,Kidnapping,NA,16,2,0,2
A - IPC Crime,Offences under the Protection of Civil Rights Act.,NA,0,0,0,0
A - IPC Crime,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,751,68,99,107
