Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,,
539,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,0,1,0,0,,,,,,,
540,B - SPECIAL & LOCAL LAWS,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,9,2,2,2,,,,,,,
541,B - SPECIAL & LOCAL LAWS,ARMS ACT 1960,Country Made - Non Prohibited Bore - In Other Area,53,14,20,12,,,,,,,
542,B - SPECIAL & LOCAL LAWS,ARMS ACT 1961,Country Made - Prohibited Bore - In Disturbed Area,7,1,0,2,,,,,,,
543,B - SPECIAL & LOCAL LAWS,ARMS ACT 1962,Country Made - Prohibited Bore - In Other Area,48,7,11,9,,,,,,,
544,B - SPECIAL & LOCAL LAWS,ARMS ACT 1963,Factory Made - Non Prohibited Bore - In Disturbed Area,1,0,0,0,,,,,,,
545,B - SPECIAL & LOCAL LAWS,ARMS ACT 1964,Factory Made - Non Prohibited Bore - In Other Area,17,3,4,2,,,,,,,
546,B - SPECIAL & LOCAL LAWS,ARMS ACT 1965,Factory Made - Prohibited Bore - In Disturbed Area,0,0,0,0,,,,,,,
547,B - SPECIAL & LOCAL LAWS,ARMS ACT 1966,Factory Made - Prohibited Bore - In Other Area,15,3,6,1,,,,,,,
548,B - SPECIAL & LOCAL LAWS,ANIMAL,The Karnataka Prevention of Slaughter and Preservation of Cattle Ordinance 2020,67,9,25,21,,,,,,,
549,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Preservation Act 1972,0,0,0,0,,,,,,,
550,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Protection Act 1972,2,0,2,0,,,,,,,
551,B - SPECIAL & LOCAL LAWS,ANIMAL,Prevention of Cruelty to Animals Act 1960,129,16,36,35,,,,,,,
552,B - SPECIAL & LOCAL LAWS,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0,,,,,,,
553,B - SPECIAL & LOCAL LAWS,ANIMAL,Cattle Tresspass Act 1871,2,1,0,1,,,,,,,
554,B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1952,Films,1,0,1,0,,,,,,,
555,B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1953,Video,0,0,0,0,,,,,,,
556,B - SPECIAL & LOCAL LAWS,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,33,11,16,3,,,,,,,
557,B - SPECIAL & LOCAL LAWS,CONSUMER,Consumer (Protection) Act 1986,3,1,0,1,,,,,,,
558,B - SPECIAL & LOCAL LAWS,CONSUMER,Essential Commodities Act 1955,314,54,86,65,,,,,,,
559,B - SPECIAL & LOCAL LAWS,CONSUMER,Prevention of Food Adulternation Act 1954,1,1,0,0,,,,,,,
560,B - SPECIAL & LOCAL LAWS,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0,,,,,,,
561,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1957,By Company,44,8,13,14,,,,,,,
562,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1958,By Individual,23,6,7,7,,,,,,,
563,B - SPECIAL & LOCAL LAWS,CIVIL RIGHTS,Protection of Civil Rights Act 1955,1,3,0,0,,,,,,,
564,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,546,103,142,140,,,,,,,
565,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,114,30,38,32,,,,,,,
566,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,203,47,43,50,,,,,,,
567,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,46,9,7,15,,,,,,,
568,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,23,2,5,3,,,,,,,
569,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Marriage (Restraint) Act - 1929,54,19,12,13,,,,,,,
570,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Juvenile Justice Act 1986,39,8,13,7,,,,,,,
571,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Probation of offenders Act 1958,0,0,0,0,,,,,,,
572,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0,,,,,,,
573,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,1,0,1,0,,,,,,,
574,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1989,Public Servant - Gazetted - Central,0,0,0,0,,,,,,,
575,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1990,Public Servant - Gazetted - Defence,0,0,0,0,,,,,,,
576,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1991,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0,,,,,,,
577,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1992,Public Servant - Gazetted - State,0,0,0,0,,,,,,,
578,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1993,Public Servant - Non-Gazetted - Central,0,0,0,0,,,,,,,
579,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1994,Public Servant - Non-Gazetted - Defence,0,0,0,0,,,,,,,
580,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1995,Public Servant - Non-Gazetted - State,0,0,0,0,,,,,,,
581,B - SPECIAL & LOCAL LAWS,CUSTOMS,Customs Act 1962,0,0,0,0,,,,,,,
582,B - SPECIAL & LOCAL LAWS,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0,,,,,,,
583,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Substances Act 1908,17,4,4,3,,,,,,,
584,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Act 1884,22,2,7,2,,,,,,,
585,B - SPECIAL & LOCAL LAWS,Explosives,Inflammable Substance Act 1952,0,0,0,0,,,,,,,
586,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0,,,,,,,
587,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0,,,,,,,
588,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0,,,,,,,
589,B - SPECIAL & LOCAL LAWS,FOREIGNER,Foreigners Act 1946,52,2,12,4,,,,,,,
590,B - SPECIAL & LOCAL LAWS,FOREIGNER,Registration of Foreigners Act 1939,1,0,1,0,,,,,,,
591,B - SPECIAL & LOCAL LAWS,FOREST,Indian Forest Act 1927,1,0,1,0,,,,,,,
592,B - SPECIAL & LOCAL LAWS,FOREST,Forest (Conservation) Act 1980,2,0,1,0,,,,,,,
593,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - In India,0,0,0,0,,,,,,,
594,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0,,,,,,,
595,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - In India,0,0,0,0,,,,,,,
596,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - Outside India,0,0,0,0,,,,,,,
597,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Organised,59,10,19,20,,,,,,,
598,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Un-Organised,28,3,9,9,,,,,,,
599,B - SPECIAL & LOCAL LAWS,BONDED LABOUR SYSTEM,NA,4,0,0,0,,,,,,,
600,B - SPECIAL & LOCAL LAWS,INDIAN MOTOR VEHICLE,NA,21,13,6,2,,,,,,,
601,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,2455,204,571,524,,,,,,,
602,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,1882,313,447,416,,,,,,,
603,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Foreigner,2,0,0,0,,,,,,,
604,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Indian,3,0,0,0,,,,,,,
605,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,0,0,0,0,,,,,,,
606,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,Parliament,0,0,0,0,,,,,,,
607,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,Other Elected Bodies,2,0,0,2,,,,,,,
608,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),2037,529,513,479,,,,,,,
609,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1964,Street Gambling (87),2950,679,1291,599,,,,,,,
610,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1965,House Gambling (79 & 80),90,20,40,13,,,,,,,
611,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1966,Betting ,273,330,28,196,,,,,,,
612,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1967,Others ,174,45,53,35,,,,,,,
613,B - SPECIAL & LOCAL LAWS,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,42,12,6,11,,,,,,,
614,B - SPECIAL & LOCAL LAWS,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,2,0,0,0,,,,,,,
615,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,1,0,0,0,,,,,,,
616,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,17,0,17,0,,,,,,,
617,B - SPECIAL & LOCAL LAWS,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0,,,,,,,
618,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Indian Railways Act 1989,1,1,0,1,,,,,,,
619,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0,,,,,,,
620,B - SPECIAL & LOCAL LAWS,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,0,0,0,,,,,,,
621,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Dowry Prohibition,631,168,155,173,,,,,,,
622,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0,,,,,,,
623,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,0,0,0,0,,,,,,,
624,B - SPECIAL & LOCAL LAWS,INDIAN LUNACY ACT,NA,0,0,0,0,,,,,,,
625,B - SPECIAL & LOCAL LAWS,INDIAN ELECTRICITY ACT,NA,3,1,0,1,,,,,,,
626,B - SPECIAL & LOCAL LAWS,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,803,65,307,140,,,,,,,
627,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Prevention of Insult to National Hounours Act 1971,1,0,1,0,,,,,,,
628,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Prevention of violence against Doctors, Medical professionals and Medical institutions",1,0,0,0,,,,,,,
629,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0,0,0,0,,,,,,,
630,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,53,17,22,7,,,,,,,
631,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,9,1,0,1,,,,,,,
632,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",0,0,0,0,,,,,,,
633,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,0,0,0,0,,,,,,,
634,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,75,15,27,13,,,,,,,
635,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,0,0,0,0,,,,,,,
636,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,4059,982,1299,955,,,,,,,
637,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,17,3,4,2,,,,,,,
638,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,9,1,2,1,,,,,,,
639,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0,0,0,0,,,,,,,
640,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0,,,,,,,
641,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,0,0,0,0,,,,,,,
642,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,2,0,1,0,,,,,,,
643,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Act 1964 & 2007,10,2,2,1,,,,,,,
644,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0,,,,,,,
645,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0,0,0,0,,,,,,,
646,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,6,0,2,3,,,,,,,
647,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,0,0,0,,,,,,,
648,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,0,0,0,0,,,,,,,
649,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,0,0,0,0,,7,,,,,
650,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,1,1,0,1,,1,,,,,
651,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,1,0,0,0,,0,,,,,
652,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,0,0,0,0,,2,,,,,
653,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,70,2,22,17,,8,,,,,
654,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0,,60,,,,,
655,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0,,0,,,,,
656,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,1,0,0,1,,0,,,,,
657,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,0,0,0,0,,65,,,,,
658,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0,,3,,,,,
659,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,0,0,0,0,,1,,,,,
660,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,46,17,3,9,,1,,,,,
661,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,1,0,1,0,,2,,,,,
662,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0,,4,,,,,
663,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0,,1,,,,,
664,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0,,18,,,,,
665,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0,0,0,0,,0,,,,,
666,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0,0,0,0,,1,,,,,
667,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,3,1,1,1,,3,,,,,
668,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0,0,0,0,,5,,,,,
669,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,1,6,1,0,,0,,,,,
670,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0,,1,,,,,
671,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,85,4,22,27,,36,,,,,
672,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,0,0,0,0,,0,,,,,
673,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,18,7,5,2,,1,,,,,9245
674,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,1,0,0,0,,0,,,,,9227
675,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,5,0,0,4,,0,,,,,18
676,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0,,0,,,,,
677,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,57,8,18,15,,3,,,,,
678,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,The Karnataka Micro Loan And Small Loan (Prevention of Coercive Actions) Ordinance 2025,2,4,1,0,,,,,,,
679,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Sub Total,4534,1071,1434,1060,,17,,,,,
680,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),,,,,,232,,,,,
681,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Information Technology Act 2000, 2009",31,15,9,6,,,,,,,
682,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,CSAM (Child Pornography). Cyber Tip Line,53,0,29,12,,,,,,,
683,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Online Money Transfer,563,101,157,128,,,,,,,
684,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Credit Card Fraud,176,48,49,35,,,,,,,
685,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Loan App,74,11,17,15,,,,,,,
686,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Ransomeware Attack, Installing Spyware & Troman, Using Other Malware & Viruses to infect degital serv",8,0,0,3,,,,,,,
687,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Gifts, iPhone & Lottery Fraud",42,11,7,9,,,,,,,
688,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Deep Fake/Deep Nudes,25,2,3,4,,,,,,,
689,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Investment Fraud (Part Time Job, Task, Review)",369,227,74,70,,,,,,,
690,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Card Skimming,1,1,1,0,,,,,,,
691,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Job Fraud,120,72,28,25,,,,,,,
692,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Business Fraud,50,15,15,11,,,,,,,
693,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Hacking of Accounts & Ids,86,9,18,26,,,,,,,
694,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Phishing (Taking Password & Information),6,6,1,1,,,,,,,
695,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Email Spoofing / Fraud,13,3,1,1,,,,,,,
696,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,SIM card Swapping / SIM Jacking / SIM Cloning,10,0,3,4,,0,,,,,
697,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Social Media Cases (Instagram/Facebook/Whatsapp/X /Telegram etc),207,42,40,57,,,,,,,
698,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Crypto Currency, Bitcoin, etc.",26,4,6,4,,,,,,,
699,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Remote Access Fraud  (Any Desk/ Team Viewer),2,0,0,0,,,,,,,
700,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,OLX Fraud,44,13,12,7,,,,,,,
701,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Data Theft,23,7,5,6,,,,,,,
702,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Fedex,1,2,0,0,,,,,,,
703,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"OTP Frauds (KYC Update, Apk Link)",458,46,101,110,,,,,,,
704,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Matrimony Fraud,32,7,2,5,,,,,,,
705,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Sextortion and Revenge Porn,30,12,8,9,,,,,,,
706,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Advertising Frauds,33,6,8,5,,,,,,,
707,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Investment Fraud (Trading & Share Trading),956,206,223,173,,,,,,,
708,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Fake Customer Care,162,16,31,40,,,,,,,
709,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,ATM Fraud,9,1,1,6,,,,,,,
710,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Digital Arrest,61,10,17,15,,,,,,,
711,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,AEPS (Aadhaar),0,0,0,0,,,,,,,
712,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Others ,561,115,146,141,,,,,,,
713,B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NA,0,0,0,0,,,,,,,
714,B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,3,0,0,1,,,,,,,
715,B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,0,0,0,0,,,,,,,
716,B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,0,1,0,0,,,,,,,
717,B - SPECIAL & LOCAL LAWS,POCSO,Rape,1168,273,318,287,,,,,,,
718,B - SPECIAL & LOCAL LAWS,POCSO,Others ,425,108,104,106,,,,,,,
719,B - SPECIAL & LOCAL LAWS,Aadhar Act,Impersonation,0,0,0,0,,,,,,,
720,B - SPECIAL & LOCAL LAWS,Aadhar Act,Offence by Individual,1,0,0,0,,,,,,,
721,B - SPECIAL & LOCAL LAWS,Aadhar Act,Offence by Company,1,0,1,0,,,,,,,
722,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0,,,,,,,
723,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.2  Gang Rape,6,2,1,1,,,,,,,
724,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.3  other Cases of Rape,191,54,50,55,,,,,,,
725,C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC),NA,2164,497,589,554,,373,,,,,
726,C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,31,9,6,13,,11,,,,,
727,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,153,36,40,39,,362,,,,,
728,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC),NA,0,0,0,0,,,,,,,
729,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,2,1,0,1,,,,,,,
730,C. CRIMES AGAINST WOMEN,Murder for other reasons,NA,122,42,36,20,668,,,,,,
731,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,0,0,0,0,37,,738,,,327,
732,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,11,1,1,5,631,,34,,,11,
733,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,362,86,123,97,213,,704,,,316,
734,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",NA,1,1,1,0,16,,459-32,,,,
735,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),NA,50,15,17,15,197,,,,,,
736,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,951,231,222,289,,,,,1000,,
737,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),NA,63,21,16,13,,408,,,22,,
738,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,87,13,28,29,,,,,978,,
739,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,0,0,0,0,,,,,,,
740,C. CRIMES AGAINST WOMEN,Pornography,NA,0,0,0,0,,,224,,,,
741,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,49,14,12,13,,,,393,,,
742,C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,8,2,1,3,,,,29,,,
743,C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,978,328,258,209,,,,364,,,
